"#Parameters = {h=1.6; lo1=5.55; lo2=4.4; lp=6.5; t=0.035; wg=25; wo1=0.6; wo2=2.96; wp=7.6; yg=25}"
"#""Frequency / GHz""	""S1,1 [Magnitude]"""
"6.5303997993469	-0.70479159706883"
"6.5371999740601	-0.70768047897625"
"6.5440001487732	-0.71054326347624"
"6.5507998466492	-0.71337616937770"
"6.5576000213623	-0.71617420842099"
"6.5644001960754	-0.71893188389102"
"6.5711998939514	-0.72164689326120"
"6.5780000686646	-0.72431478899244"
"6.5847997665405	-0.72693020894238"
"6.5915999412537	-0.72949181692434"
"6.5984001159668	-0.73199249581521"
"6.6051998138428	-0.73443138150491"
"6.6119999885559	-0.73680321759888"
"6.6188001632690	-0.73910845338391"
"6.6255998611450	-0.74134102673617"
"6.6324000358582	-0.74350269691199"
"6.6392002105713	-0.74558625170063"
"6.6459999084473	-0.74759427354229"
"6.6528000831604	-0.74952159717162"
"6.6595997810364	-0.75137088581788"
"6.6663999557495	-0.75313779368943"
"6.6732001304626	-0.75482316042618"
"6.6799998283386	-0.75642615521118"
"6.6868000030518	-0.75794548484639"
"6.6936001777649	-0.75938110469669"
"6.7003998756409	-0.76073617109477"
"6.7072000503540	-0.76200722963860"
"6.7140002250671	-0.76319912738101"
"6.7207999229431	-0.76430840918777"
"6.7276000976562	-0.76534027215560"
"6.7343997955322	-0.76629385510083"
"6.7411999702454	-0.76717327374133"
"6.7480001449585	-0.76797742560264"
"6.7547998428345	-0.76871022792906"
"6.7616000175476	-0.76937521235864"
"6.7684001922607	-0.76997229037071"
"6.7751998901367	-0.77050594668819"
"6.7820000648499	-0.77097949413763"
"6.7887997627258	-0.77139511887825"
"6.7955999374390	-0.77175495795935"
"6.8024001121521	-0.77206597190172"
"6.8091998100281	-0.77233071185621"
"6.8159999847412	-0.77255136017010"
"6.8228001594543	-0.77273116812919"
"6.8295998573303	-0.77287646664437"
"6.8364000320435	-0.77299183942428"
"6.8432002067566	-0.77307908838548"
"6.8499999046326	-0.77314127908593"
"6.8568000793457	-0.77318775797972"
"6.8635997772217	-0.77321893626778"
"6.8703999519348	-0.77323941328449"
"6.8772001266479	-0.77325639716566"
"6.8839998245239	-0.77327061924822"
"6.8907999992371	-0.77328894408161"
"6.8976001739502	-0.77331634653804"
"6.9043998718262	-0.77335624458139"
"6.9112000465393	-0.77341110046952"
"6.9180002212524	-0.77348909648250"
"6.9247999191284	-0.77359062513886"
"6.9316000938416	-0.77372255968862"
"6.9383997917175	-0.77388792697372"
"6.9451999664307	-0.77409216880921"
"6.9520001411438	-0.77433766760143"
"6.9587998390198	-0.77462963155663"
"6.9656000137329	-0.77497155265223"
"6.9724001884460	-0.77536568174428"
"6.9791998863220	-0.77581719494407"
"6.9860000610352	-0.77632793544712"
"6.9928002357483	-0.77690393686017"
"6.9995999336243	-0.77754442638885"
"7.0064001083374	-0.77825503153495"
"7.0131998062134	-0.77903998045412"
"7.0199999809265	-0.77989723686290"
"7.0268001556396	-0.78083324869481"
"7.0335998535156	-0.78184874617435"
"7.0404000282288	-0.78294610631706"
"7.0472002029419	-0.78412705843379"
"7.0539999008179	-0.78539517075474"
"7.0608000755310	-0.78674929321959"
"7.0675997734070	-0.78819173437600"
"7.0743999481201	-0.78972465999843"
"7.0812001228333	-0.79134756469737"
"7.0879998207092	-0.79306128811232"
"7.0947999954224	-0.79486949446796"
"7.1016001701355	-0.79676893223772"
"7.1083998680115	-0.79876134572685"
"7.1152000427246	-0.80084567468295"
"7.1220002174377	-0.80302386157371"
"7.1287999153137	-0.80529379215751"
"7.1356000900269	-0.80765632397885"
"7.1423997879028	-0.81010994653000"
"7.1491999626160	-0.81265357137766"
"7.1560001373291	-0.81528641629717"
"7.1627998352051	-0.81800777082182"
"7.1696000099182	-0.82081606408556"
"7.1764001846313	-0.82370930718293"
"7.1831998825073	-0.82668548135020"
"7.1900000572205	-0.82974419563406"
"7.1968002319336	-0.83288246316999"
"7.2035999298096	-0.83609744076350"
"7.2104001045227	-0.83938848342130"
"7.2171998023987	-0.84275291586827"
"7.2239999771118	-0.84618744855186"
"7.2308001518250	-0.84968889026817"
"7.2375998497009	-0.85325739029669"
"7.2444000244141	-0.85688718644846"
"7.2512001991272	-0.86057791958488"
"7.2579998970032	-0.86432382185213"
"7.2648000717163	-0.86812379758909"
"7.2715997695923	-0.87197477532655"
"7.2783999443054	-0.87587171993859"
"7.2852001190186	-0.87981623918141"
"7.2919998168945	-0.88379937987815"
"7.2987999916077	-0.88782061068611"
"7.3056001663208	-0.89187715198296"
"7.3123998641968	-0.89596605549153"
"7.3192000389099	-0.90008304059810"
"7.3260002136230	-0.90422346582046"
"7.3327999114990	-0.90838760880394"
"7.3396000862122	-0.91256916012988"
"7.3463997840881	-0.91676730010578"
"7.3531999588013	-0.92097894123195"
"7.3600001335144	-0.92519923927972"
"7.3667998313904	-0.92942662001294"
"7.3736000061035	-0.93365752469150"
"7.3804001808167	-0.93789040500543"
"7.3871998786926	-0.94212077641023"
"7.3940000534058	-0.94634817047529"
"7.4008002281189	-0.95056773006364"
"7.4075999259949	-0.95478030997896"
"7.4144001007080	-0.95898072262989"
"7.4211997985840	-0.96316798900711"
"7.4279999732971	-0.96733990352654"
"7.4348001480103	-0.97149544995730"
"7.4415998458862	-0.97563252019377"
"7.4484000205994	-0.97974899642377"
"7.4552001953125	-0.98384432087431"
"7.4619998931885	-0.98791707824648"
"7.4688000679016	-0.99196628332132"
"7.4755997657776	-0.99599145726355"
"7.4823999404907	-0.99999105073825"
"7.4892001152039	-1.0039651978491"
"7.4959998130798	-1.0079135451628"
"7.5027999877930	-1.0118355359407"
"7.5096001625061	-1.0157316546955"
"7.5163998603821	-1.0196018875236"
"7.5232000350952	-1.0234465203745"
"7.5300002098083	-1.0272663125708"
"7.5367999076843	-1.0310623306893"
"7.5436000823975	-1.0348352038591"
"7.5503997802734	-1.0385863110430"
"7.5571999549866	-1.0423163169578"
"7.5640001296997	-1.0460268270948"
"7.5707998275757	-1.0497207004792"
"7.5776000022888	-1.0533982497563"
"7.5844001770020	-1.0570627052148"
"7.5911998748779	-1.0607142544882"
"7.5980000495911	-1.0643577463649"
"7.6048002243042	-1.0679949229316"
"7.6115999221802	-1.0716270094579"
"7.6184000968933	-1.0752579770469"
"7.6251997947693	-1.0788893972306"
"7.6319999694824	-1.0825264492859"
"7.6388001441956	-1.0861712036266"
"7.6455998420715	-1.0898268326417"
"7.6524000167847	-1.0934958366431"
"7.6592001914978	-1.0971826729709"
"7.6659998893738	-1.1008909409712"
"7.6728000640869	-1.1046247635994"
"7.6795997619629	-1.1083869274203"
"7.6863999366760	-1.1121815143211"
"7.6932001113892	-1.1160119634665"
"7.6999998092651	-1.1198836173173"
"7.7067999839783	-1.1237990576240"
"7.7136001586914	-1.1277624657346"
"7.7203998565674	-1.1317788046316"
"7.7272000312805	-1.1358502617010"
"7.7340002059937	-1.1399832585123"
"7.7407999038696	-1.1441811309537"
"7.7476000785828	-1.1484471461242"
"7.7543997764587	-1.1527864278747"
"7.7611999511719	-1.1572017188928"
"7.7680001258850	-1.1616987894749"
"7.7747998237610	-1.1662810718008"
"7.7815999984741	-1.1709523771921"
"7.7884001731873	-1.1757168161274"
"7.7951998710632	-1.1805764891591"
"7.8020000457764	-1.1855390835255"
"7.8088002204895	-1.1906060936487"
"7.8155999183655	-1.1957797068585"
"7.8224000930786	-1.2010656041380"
"7.8291997909546	-1.2064684937224"
"7.8359999656677	-1.2119892200325"
"7.8428001403809	-1.2176324180872"
"7.8495998382568	-1.2234022744349"
"7.8564000129700	-1.2292996549374"
"7.8632001876831	-1.2353300443093"
"7.8699998855591	-1.2414965410165"
"7.8768000602722	-1.2477985830932"
"7.8836002349854	-1.2542419023494"
"7.8903999328613	-1.2608284618332"
"7.8972001075745	-1.2675617823828"
"7.9039998054504	-1.2744417417590"
"7.9107999801636	-1.2814732249748"
"7.9176001548767	-1.2886557335356"
"7.9243998527527	-1.2959951391744"
"7.9312000274658	-1.3034886836469"
"7.9380002021790	-1.3111423586733"
"7.9447999000549	-1.3189548822715"
"7.9516000747681	-1.3269285748587"
"7.9583997726440	-1.3350661551552"
"7.9651999473572	-1.3433667045953"
"7.9720001220703	-1.3518323305867"
"7.9787998199463	-1.3604654918538"
"7.9855999946594	-1.3692648673126"
"7.9924001693726	-1.3782309633422"
"7.9991998672485	-1.3873669746886"
"8.0059995651245	-1.3966714966833"
"8.0128002166748	-1.4061462874889"
"8.0195999145508	-1.4157903115164"
"8.0263996124268	-1.4256038415639"
"8.0332002639771	-1.4355882324413"
"8.0399999618530	-1.4457416295036"
"8.0467996597290	-1.4560658972057"
"8.0536003112793	-1.4665604501058"
"8.0604000091553	-1.4772252426996"
"8.0671997070312	-1.4880607290441"
"8.0740003585815	-1.4990649158081"
"8.0808000564575	-1.5102374584509"
"8.0875997543335	-1.5215781751741"
"8.0944004058838	-1.5330894390840"
"8.1012001037598	-1.5447669844588"
"8.1079998016357	-1.5566122006494"
"8.1148004531860	-1.5686261589779"
"8.1216001510620	-1.5808049107955"
"8.1283998489380	-1.5931503671399"
"8.1351995468140	-1.6056595150773"
"8.1420001983643	-1.6183367331252"
"8.1487998962402	-1.6311770990135"
"8.1555995941162	-1.6441824864728"
"8.1624002456665	-1.6573523686451"
"8.1691999435425	-1.6706852716975"
"8.1759996414185	-1.6841836670098"
"8.1828002929688	-1.6978444389887"
"8.1895999908447	-1.7116703652635"
"8.1963996887207	-1.7256583887564"
"8.2032003402710	-1.7398127665404"
"8.2100000381470	-1.7541324744991"
"8.2167997360229	-1.7686145110771"
"8.2236003875732	-1.7832651228755"
"8.2304000854492	-1.7980806686686"
"8.2371997833252	-1.8130655773586"
"8.2440004348755	-1.8282175656919"
"8.2508001327515	-1.8435404946239"
"8.2575998306274	-1.8590344622143"
"8.2643995285034	-1.8747038855199"
"8.2712001800537	-1.8905460416532"
"8.2779998779297	-1.9065668571296"
"8.2847995758057	-1.9227678406555"
"8.2916002273560	-1.9391512073977"
"8.2983999252319	-1.9557212114956"
"8.3051996231079	-1.9724777690599"
"8.3120002746582	-1.9894273052192"
"8.3187999725342	-2.0065730990423"
"8.3255996704102	-2.0239174843053"
"8.3324003219604	-2.0414670326994"
"8.3392000198364	-2.0592233894447"
"8.3459997177124	-2.0771927958939"
"8.3528003692627	-2.0953822985939"
"8.3596000671387	-2.1137927777822"
"8.3663997650146	-2.1324349776298"
"8.3732004165649	-2.1513109754255"
"8.3800001144409	-2.1704278535115"
"8.3867998123169	-2.1897954990121"
"8.3936004638672	-2.2094156171336"
"8.4004001617432	-2.2293022301316"
"8.4071998596191	-2.2494552381117"
"8.4139995574951	-2.2698885687738"
"8.4208002090454	-2.2906092460785"
"8.4275999069214	-2.3116242826929"
"8.4343996047974	-2.3329425770290"
"8.4412002563477	-2.3545769114163"
"8.4479999542236	-2.3765331937121"
"8.4547996520996	-2.3988243054736"
"8.4616003036499	-2.4214580523374"
"8.4684000015259	-2.4444458898165"
"8.4751996994019	-2.4678006417196"
"8.4820003509521	-2.4915321885480"
"8.4888000488281	-2.5156534004516"
"8.4955997467041	-2.5401744689364"
"8.5024003982544	-2.5651095504926"
"8.5092000961304	-2.5904692861796"
"8.5159997940063	-2.6162705562686"
"8.5228004455566	-2.6425239607560"
"8.5296001434326	-2.6692444228110"
"8.5363998413086	-2.6964453489204"
"8.5431995391846	-2.7241423854196"
"8.5500001907349	-2.7523491913244"
"8.5567998886108	-2.7810812573866"
"8.5635995864868	-2.8103547661309"
"8.5704002380371	-2.8401843648964"
"8.5771999359131	-2.8705877715569"
"8.5839996337891	-2.9015809574289"
"8.5908002853394	-2.9331795546660"
"8.5975999832153	-2.9654022089499"
"8.6043996810913	-2.9982662437883"
"8.6112003326416	-3.0317893191621"
"8.6180000305176	-3.0659887960066"
"8.6247997283936	-3.1008836574561"
"8.6316003799438	-3.1364934056984"
"8.6384000778198	-3.1728371840122"
"8.6451997756958	-3.2099336974156"
"8.6520004272461	-3.2478034597616"
"8.6588001251221	-3.2864661858587"
"8.6655998229980	-3.3259432900976"
"8.6724004745483	-3.3662548655630"
"8.6792001724243	-3.4074216987182"
"8.6859998703003	-3.4494663595597"
"8.6927995681763	-3.4924128697752"
"8.6996002197266	-3.5362794316851"
"8.7063999176025	-3.5810922546192"
"8.7131996154785	-3.6268717214461"
"8.7200002670288	-3.6736447261164"
"8.7267999649048	-3.7214324154131"
"8.7335996627808	-3.7702606102203"
"8.7404003143311	-3.8201539912263"
"8.7472000122070	-3.8711386311703"
"8.7539997100830	-3.9232386767368"
"8.7608003616333	-3.9764830554531"
"8.7676000595093	-4.0308947579070"
"8.7743997573853	-4.0865043817558"
"8.7812004089355	-4.1433387321564"
"8.7880001068115	-4.2014266165803"
"8.7947998046875	-4.2607965723528"
"8.8016004562378	-4.3214777219194"
"8.8084001541138	-4.3835008843717"
"8.8151998519897	-4.4468982938611"
"8.8219995498657	-4.5116991395056"
"8.8288002014160	-4.5779380207584"
"8.8355998992920	-4.6456454567568"
"8.8423995971680	-4.7148597391412"
"8.8492002487183	-4.7856104699608"
"8.8559999465942	-4.8579371464060"
"8.8627996444702	-4.9318735303834"
"8.8696002960205	-5.0074587017612"
"8.8763999938965	-5.0847313199438"
"8.8831996917725	-5.1637280675815"
"8.8900003433228	-5.2444929493203"
"8.8968000411987	-5.3270670359653"
"8.9035997390747	-5.4114920423690"
"8.9104003906250	-5.4978124331435"
"8.9172000885010	-5.5860753898416"
"8.9239997863770	-5.6763261930509"
"8.9308004379272	-5.7686149488291"
"8.9376001358032	-5.8629909355430"
"8.9443998336792	-5.9595066872516"
"8.9511995315552	-6.0582157431928"
"8.9580001831055	-6.1591723822640"
"8.9647998809814	-6.2624356026152"
"8.9715995788574	-6.3680643583770"
"8.9784002304077	-6.4761214171550"
"8.9851999282837	-6.5866696432764"
"8.9919996261597	-6.6997766429556"
"8.9988002777100	-6.8155111440335"
"9.0055999755859	-6.9339461255366"
"9.0123996734619	-7.0551562785743"
"9.0192003250122	-7.1792197741433"
"9.0260000228882	-7.3062187494260"
"9.0327997207642	-7.4362373136943"
"9.0396003723145	-7.5693661894942"
"9.0464000701904	-7.7056969973162"
"9.0531997680664	-7.8453274635879"
"9.0600004196167	-7.9883601595394"
"9.0668001174927	-8.1349013516049"
"9.0735998153687	-8.2850622861019"
"9.0804004669189	-8.4389614943038"
"9.0872001647949	-8.5967225858676"
"9.0939998626709	-8.7584729835837"
"9.1007995605469	-8.9243516193630"
"9.1076002120972	-9.0945020277962"
"9.1143999099731	-9.2690741292785"
"9.1211996078491	-9.4482269430821"
"9.1280002593994	-9.6321296253064"
"9.1347999572754	-9.8209585537032"
"9.1415996551514	-10.014901138087"
"9.1484003067017	-10.214155402403"
"9.1552000045776	-10.418932087486"
"9.1619997024536	-10.629448502066"
"9.1688003540039	-10.845939635243"
"9.1756000518799	-11.068654235003"
"9.1823997497559	-11.297850438434"
"9.1892004013062	-11.533806914494"
"9.1960000991821	-11.776810678753"
"9.2027997970581	-12.027173710385"
"9.2096004486084	-12.285215883106"
"9.2164001464844	-12.551279264472"
"9.2231998443604	-12.825719730637"
"9.2299995422363	-13.108907844234"
"9.2368001937866	-13.401229784727"
"9.2435998916626	-13.703086755733"
"9.2503995895386	-14.014881797319"
"9.2572002410889	-14.337022393210"
"9.2639999389648	-14.669916500553"
"9.2707996368408	-15.013948459870"
"9.2776002883911	-15.369475685745"
"9.2843999862671	-15.736797670781"
"9.2911996841431	-16.116129954151"
"9.2980003356934	-16.507562879596"
"9.3048000335693	-16.911005348753"
"9.3115997314453	-17.326105174759"
"9.3184003829956	-17.752153071868"
"9.3252000808716	-18.187946697696"
"9.3319997787476	-18.631621939292"
"9.3388004302979	-19.080438755699"
"9.3456001281738	-19.530520456078"
"9.3523998260498	-19.976570046958"
"9.3591995239258	-20.411580657655"
"9.3660001754761	-20.826607611541"
"9.3727998733521	-21.210717565890"
"9.3795995712280	-21.551258637441"
"9.3864002227783	-21.834592056162"
"9.3931999206543	-22.047387665509"
"9.3999996185303	-22.178366624144"
"9.4068002700806	-22.220140464226"
"9.4135999679565	-22.170585436198"
"9.4203996658325	-22.033266289262"
"9.4272003173828	-21.816736122814"
"9.4340000152588	-21.532982417986"
"9.4407997131348	-21.195562057227"
"9.4476003646851	-20.817961925306"
"9.4544000625610	-20.412435672970"
"9.4611997604370	-19.989413012511"
"9.4680004119873	-19.557320468382"
"9.4748001098633	-19.122697351201"
"9.4815998077393	-18.690442324131"
"9.4884004592896	-18.264109906065"
"9.4952001571655	-17.846188832610"
"9.5019998550415	-17.438353471067"
"9.5087995529175	-17.041660696256"
"9.5156002044678	-16.656713729609"
"9.5223999023438	-16.283787422137"
"9.5291996002197	-15.922919165384"
"9.5360002517700	-15.573975307676"
"9.5427999496460	-15.236716928713"
"9.5495996475220	-14.910822452565"
"9.5564002990723	-14.595923908820"
"9.5631999969482	-14.291627955087"
"9.5699996948242	-13.997524193545"
"9.5768003463745	-13.713202509077"
"9.5836000442505	-13.438253589455"
"9.5903997421265	-13.172286056356"
"9.5972003936768	-12.914907759501"
"9.6040000915527	-12.665754120497"
"9.6107997894287	-12.424468466156"
"9.6176004409790	-12.190711524451"
"9.6244001388550	-11.964163771366"
"9.6311998367310	-11.744519933966"
"9.6379995346069	-11.531487990774"
"9.6448001861572	-11.324794951881"
"9.6515998840332	-11.124180911189"
"9.6583995819092	-10.929400695999"
"9.6652002334595	-10.740220860110"
"9.6719999313354	-10.556422014940"
"9.6787996292114	-10.377794223127"
"9.6856002807617	-10.204140772156"
"9.6923999786377	-10.035275194132"
"9.6991996765137	-9.8710196037047"
"9.7060003280640	-9.7112065457461"
"9.7128000259399	-9.5556743114584"
"9.7195997238159	-9.4042712168490"
"9.7264003753662	-9.2568544968230"
"9.7332000732422	-9.1132866341401"
"9.7399997711182	-8.9734349531356"
"9.7468004226685	-8.8371776169213"
"9.7536001205444	-8.7043949953782"
"9.7603998184204	-8.5749748178493"
"9.7672004699707	-8.4488056659370"
"9.7740001678467	-8.3257875913127"
"9.7807998657227	-8.2058193249850"
"9.7875995635986	-8.0888087357071"
"9.7944002151489	-7.9746641272531"
"9.8011999130249	-7.8632956832694"
"9.8079996109009	-7.7546251238743"
"9.8148002624512	-7.6485675865428"
"9.8215999603271	-7.5450490720611"
"9.8283996582031	-7.4439936519602"
"9.8352003097534	-7.3453314091844"
"9.8420000076294	-7.2489928230007"
"9.8487997055054	-7.1549122173797"
"9.8556003570557	-7.0630258530234"
"9.8624000549316	-6.9732725286417"
"9.8691997528076	-6.8855909704501"
"9.8760004043579	-6.7999249804612"
"9.8828001022339	-6.7162183679334"
"9.8895998001099	-6.6344190956892"
"9.8964004516602	-6.5544730930053"
"9.9032001495361	-6.4763291039062"
"9.9099998474121	-6.3999404254434"
"9.9167995452881	-6.3252594044383"
"9.9236001968384	-6.2522386917137"
"9.9303998947144	-6.1808342175009"
"9.9371995925903	-6.1110015886643"
"9.9440002441406	-6.0426990398340"
"9.9507999420166	-5.9758863081908"
"9.9575996398926	-5.9105239688725"
"9.9644002914429	-5.8465704227786"
"9.9711999893188	-5.7839910123360"
"9.9779996871948	-5.7227471168272"
"9.9848003387451	-5.6628032237527"
"9.9916000366211	-5.6041227893663"
"9.9983997344971	-5.5466750724534"
"10.005200386047	-5.4904233320270"
"10.012000083923	-5.4353371068458"
"10.018799781799	-5.3813850350555"
"10.025600433350	-5.3285369371262"
"10.032400131226	-5.2767591909450"
"10.039199829102	-5.2260267958747"
"10.045999526978	-5.1763084010872"
"10.052800178528	-5.1275779203722"
"10.059599876404	-5.0798067266852"
"10.066399574280	-5.0329679295944"
"10.073200225830	-4.9870363850370"
"10.079999923706	-4.9419875854617"
"10.086799621582	-4.8977962848412"
"10.093600273132	-4.8544382505606"
"10.100399971008	-4.8118873803469"
"10.107199668884	-4.7701279765063"
"10.114000320435	-4.7291301644438"
"10.120800018311	-4.6888762090062"
"10.127599716187	-4.6493444358141"
"10.134400367737	-4.6105153738089"
"10.141200065613	-4.5723660881026"
"10.147999763489	-4.5348791217758"
"10.154800415039	-4.4980339675365"
"10.161600112915	-4.4618161543297"
"10.168399810791	-4.4262027859501"
"10.175200462341	-4.3911798146996"
"10.182000160217	-4.3567278705358"
"10.188799858093	-4.3228345013338"
"10.195599555969	-4.2894798218635"
"10.202400207520	-4.2566506457584"
"10.209199905396	-4.2243317159686"
"10.215999603271	-4.1925089482289"
"10.222800254822	-4.1611676779971"
"10.229599952698	-4.1302949405265"
"10.236399650574	-4.0998782932106"
"10.243200302124	-4.0699050164259"
"10.250000000000	-4.0403637401657"
"10.256799697876	-4.0112420463750"
"10.263600349426	-3.9825267851061"
"10.270400047302	-3.9542116961089"
"10.277199745178	-3.9262854080504"
"10.284000396729	-3.8987351864912"
"10.290800094604	-3.8715552646075"
"10.297599792480	-3.8447342819122"
"10.304400444031	-3.8182643898426"
"10.311200141907	-3.7921390649989"
"10.317999839783	-3.7663487344404"
"10.324799537659	-3.7408860178133"
"10.331600189209	-3.7157437581899"
"10.338399887085	-3.6909185730771"
"10.345199584961	-3.6664015757421"
"10.352000236511	-3.6421870145785"
"10.358799934387	-3.6182693063723"
"10.365599632263	-3.5946434445286"
"10.372400283813	-3.5713039791263"
"10.379199981689	-3.5482496201452"
"10.385999679565	-3.5254714994537"
"10.392800331116	-3.5029694734665"
"10.399600028992	-3.4807358838123"
"10.406399726868	-3.4587718981394"
"10.413200378418	-3.4370703518076"
"10.420000076294	-3.4156311079923"
"10.426799774170	-3.3944517071918"
"10.433600425720	-3.3735255644397"
"10.440400123596	-3.3528557220242"
"10.447199821472	-3.3324393434603"
"10.454000473022	-3.3122704321962"
"10.460800170898	-3.2923510971332"
"10.467599868774	-3.2726800299627"
"10.474399566650	-3.2532536852987"
"10.481200218201	-3.2340724452775"
"10.487999916077	-3.2151357377938"
"10.494799613953	-3.1964417123712"
"10.501600265503	-3.1779904997107"
"10.508399963379	-3.1597792459511"
"10.515199661255	-3.1418107102551"
"10.522000312805	-3.1240803396530"
"10.528800010681	-3.1065911444010"
"10.535599708557	-3.0893435114203"
"10.542400360107	-3.0723322819924"
"10.549200057983	-3.0555623132828"
"10.555999755859	-3.0390292966819"
"10.562800407410	-3.0227372625401"
"10.569600105286	-3.0066798604892"
"10.576399803162	-2.9908639038727"
"10.583200454712	-2.9752839086737"
"10.590000152588	-2.9599417459160"
"10.596799850464	-2.9448392996329"
"10.603599548340	-2.9299717949391"
"10.610400199890	-2.9153398290278"
"10.617199897766	-2.9009468870165"
"10.623999595642	-2.8867882502003"
"10.630800247192	-2.8728633467610"
"10.637599945068	-2.8591749907887"
"10.644399642944	-2.8457218959615"
"10.651200294495	-2.8324999027583"
"10.657999992371	-2.8195111341605"
"10.664799690247	-2.8067532155611"
"10.671600341797	-2.7942262451834"
"10.678400039673	-2.7819276765540"
"10.685199737549	-2.7698582052853"
"10.692000389099	-2.7580144923856"
"10.698800086975	-2.7463969078291"
"10.705599784851	-2.7350018702917"
"10.712400436401	-2.7238288998818"
"10.719200134277	-2.7128763963712"
"10.725999832153	-2.7021419988238"
"10.732799530029	-2.6916237440667"
"10.739600181580	-2.6813190432711"
"10.746399879456	-2.6712260734948"
"10.753199577332	-2.6613424984537"
"10.760000228882	-2.6516648764347"
"10.766799926758	-2.6421916548325"
"10.773599624634	-2.6329191071700"
"10.780400276184	-2.6238445949634"
"10.787199974060	-2.6149659936316"
"10.793999671936	-2.6062788872364"
"10.800800323486	-2.5977803527663"
"10.807600021362	-2.5894674512384"
"10.814399719238	-2.5813367401057"
"10.821200370789	-2.5733831573098"
"10.828000068665	-2.5656056841859"
"10.834799766541	-2.5579969644065"
"10.841600418091	-2.5505568004676"
"10.848400115967	-2.5432785518495"
"10.855199813843	-2.5361595810892"
"10.862000465393	-2.5291957079144"
"10.868800163269	-2.5223812467278"
"10.875599861145	-2.5157139576175"
"10.882399559021	-2.5091885613374"
"10.889200210571	-2.5028004661855"
"10.895999908447	-2.4965457368008"
"10.902799606323	-2.4904187035465"
"10.909600257874	-2.4844176008212"
"10.916399955750	-2.4785346118716"
"10.923199653625	-2.4727672883551"
"10.930000305176	-2.4671110365822"
"10.936800003052	-2.4615602375416"
"10.943599700928	-2.4561116861332"
"10.950400352478	-2.4507591988448"
"10.957200050354	-2.4454990870546"
"10.963999748230	-2.4403278737208"
"10.970800399780	-2.4352397071823"
"10.977600097656	-2.4302309244021"
"10.984399795532	-2.4252966223544"
"10.991200447083	-2.4204338697541"
"10.998000144958	-2.4156357348154"
"11.004799842834	-2.4109016204160"
"11.011599540710	-2.4062253742115"
"11.018400192261	-2.4016021499047"
"11.025199890137	-2.3970299444349"
"11.031999588013	-2.3925047494939"
